name,country,region,continent
Moscow,France,Lima Province,Oceania
Kabul,Afghanistan,Casablanca-Settat,South America
Tehran,Afghanistan,England,Europe
Kuala Lumpur,Taiwan,Île-de-France,Africa
Baghdad,Afghanistan,Shanghai Municipality,Oceania
Delhi,Saudi Arabia,Taiwan Province,Oceania
Sydney,Australia,New York State,Oceania
Johannesburg,Pakistan,Illinois,Europe
Taipei,Afghanistan,Lagos State,Asia
Shanghai,Cuba,Moscow Oblast,Oceania
Cairo,Afghanistan,Lima Province,North America
Moscow,Egypt,Dhaka Division,Oceania
Tokyo,UAE,Western Cape,Asia
Mumbai,Russia,Beijing Municipality,South America
Kuala Lumpur,Taiwan,Île-de-France,Europe
Nairobi,Brazil,Beijing Municipality,Europe
Manila,Nepal,Karnataka,Asia
Mexico City,Mexico,Marmara Region,Asia
Chicago,South Africa,Bavaria,North America
Shanghai,Chile,São Paulo State,North America
Cairo,Brazil,La Habana,North America
Paris,India,Tokyo Prefecture,Asia
Johannesburg,Pakistan,Distrito Federal,Oceania
Chicago,Mexico,Marmara Region,Asia
Casablanca,Cuba,Bangkok Metropolitan Region,South America
Casablanca,Indonesia,Marmara Region,North America
Sydney,USA,New South Wales,South America
London,India,Casablanca-Settat,Africa
Cape Town,Morocco,Cundinamarca,Oceania
Havana,Argentina,Jakarta Special Region,Oceania
Havana,Iran,Marmara Region,Africa
Baghdad,France,Distrito Federal,Oceania
Sydney,Japan,Sindh,Europe
Istanbul,UK,Illinois,Oceania
Madrid,Canada,Lagos State,Africa
Dubai,UAE,Buenos Aires Province,Oceania
Bogotá,Saudi Arabia,Nairobi County,Asia
Shanghai,India,Cundinamarca,Africa
Cairo,Nepal,Illinois,Asia
Dhaka,Bangladesh,Île-de-France,North America
Baghdad,Morocco,Kuala Lumpur Federal Territory,Oceania
Johannesburg,Hong Kong,Taiwan Province,Oceania
São Paulo,Chile,Tehran Province,Asia
Ankara,Nigeria,Baghdad Governorate,North America
São Paulo,Saudi Arabia,Ontario,North America
Beijing,Iran,Kuala Lumpur Federal Territory,North America
Taipei,Thailand,Metro Manila,Europe
Berlin,Nigeria,Tokyo Prefecture,Asia
Jakarta,Saudi Arabia,Santiago Metro,North America
Dubai,China,Dhaka Division,Asia
Lima,Philippines,Singapore,North America
Ankara,South Korea,Metro Manila,Asia
Madrid,Italy,Marmara Region,Oceania
Madrid,Morocco,Maharashtra,Oceania
Kathmandu,Philippines,Marmara Region,Europe
Berlin,China,Tokyo Prefecture,Asia
New York,South Korea,Bavaria,Europe
Lima,Peru,Nairobi County,Africa
Toronto,Colombia,California,Europe
Kathmandu,UK,Beijing Municipality,Asia
Riyadh,Egypt,Jakarta Special Region,Africa
Havana,Nepal,Kabul Province,Asia
Chicago,UAE,Illinois,South America
Manila,Cuba,Karnataka,Africa
Chicago,France,Riyadh Province,Africa
Casablanca,Canada,Riyadh Province,Africa
Mexico City,Saudi Arabia,Buenos Aires Province,Europe
Mumbai,Spain,Giza,Asia
Mexico City,Chile,Metro Manila,North America
Dubai,Japan,Marmara Region,North America
Lima,Singapore,Tehran Province,Oceania
Johannesburg,Germany,Jakarta Special Region,Oceania
Kathmandu,Kenya,Moscow Oblast,Asia
Ankara,Thailand,Singapore,North America
Madrid,Kenya,Taiwan Province,North America
Delhi,Taiwan,Illinois,North America
New York,Colombia,Metro Manila,Asia
Jakarta,Australia,New York State,South America
Cape Town,Japan,New South Wales,South America
Paris,Peru,New York State,Oceania
Johannesburg,Russia,Hong Kong SAR,Oceania
Delhi,Russia,Bangkok Metropolitan Region,Africa
New York,Iraq,Victoria,Africa
Cairo,Iran,Distrito Federal,North America
Dhaka,Hong Kong,Ontario,South America
Tehran,Afghanistan,Seoul Capital Area,Oceania
Kuala Lumpur,Peru,Gauteng,South America
Toronto,Colombia,Tehran Province,Oceania
Lima,South Africa,Nairobi County,Asia
Lagos,Iran,Giza,Europe
Lagos,Taiwan,Riyadh Province,South America
Casablanca,Thailand,Moscow Oblast,Europe
Johannesburg,China,Catalonia,Asia
Santiago,Iran,Hong Kong SAR,Europe
Chicago,Chile,Maharashtra,Asia
Buenos Aires,Brazil,Lagos State,South America
Mumbai,Bangladesh,Maharashtra,South America
Sydney,Colombia,Rio de Janeiro State,Asia
Kuala Lumpur,Hong Kong,Sindh,Africa
Kuala Lumpur,Philippines,Riyadh Province,Oceania
Rome,Argentina,Delhi,South America
Moscow,Canada,Marmara Region,South America
Hong Kong,India,Bavaria,North America
Hong Kong,Iran,Sindh,South America
Havana,Colombia,Taiwan Province,Asia
Lima,Nigeria,Western Cape,South America
Cape Town,Canada,Taiwan Province,North America
Johannesburg,UK,New South Wales,South America
Los Angeles,Germany,Baghdad Governorate,Africa
Lagos,Thailand,Ontario,South America
Hong Kong,Hong Kong,Marmara Region,Oceania
Seoul,Morocco,Cundinamarca,Africa
Mexico City,Canada,Western Cape,Oceania
Havana,UK,Bavaria,Europe
Rome,Philippines,Île-de-France,North America
London,Canada,Kuala Lumpur Federal Territory,South America
Rio de Janeiro,Argentina,Metro Manila,Oceania
Jakarta,Kenya,Île-de-France,Europe
Buenos Aires,Turkey,Delhi,South America
São Paulo,Philippines,Beijing Municipality,Africa
Hong Kong,Mexico,Distrito Federal,Oceania
Lima,Morocco,California,North America
Rio de Janeiro,Afghanistan,La Habana,Europe
Riyadh,Indonesia,São Paulo State,Oceania
Baghdad,Iran,Dhaka Division,South America
Cape Town,Taiwan,Rio de Janeiro State,Asia
Bangkok,Kenya,New York State,Europe
Kathmandu,Turkey,Bagmati Province,Asia
Kuala Lumpur,Hong Kong,Victoria,North America
Chicago,Japan,Lima Province,South America
Rome,Saudi Arabia,Tokyo Prefecture,North America
Los Angeles,Saudi Arabia,England,Oceania
Tokyo,Spain,Singapore,North America
Hong Kong,Hong Kong,Western Cape,Oceania
São Paulo,China,Beijing Municipality,Africa
Cape Town,Chile,Tokyo Prefecture,Asia
Johannesburg,South Korea,Western Cape,Europe
New York,Australia,Shanghai Municipality,Asia
Kathmandu,China,Tehran Province,South America
Baghdad,Argentina,Jakarta Special Region,South America
Karachi,USA,Delhi,Asia
Mumbai,Russia,Dubai Emirate,South America
Cape Town,Philippines,Riyadh Province,Oceania
Ankara,Iran,Marmara Region,Europe
Havana,Canada,Lagos State,Africa
London,Spain,Sindh,Oceania
Paris,Canada,Bangkok Metropolitan Region,Asia
Shanghai,Russia,Gauteng,Africa
Tehran,Italy,Lombardy,North America
Moscow,Australia,Maharashtra,South America
New York,Iran,São Paulo State,South America
Ankara,Italy,Casablanca-Settat,North America
Karachi,Indonesia,Bagmati Province,North America
Hong Kong,UK,Dubai Emirate,Oceania
Chicago,Chile,La Habana,Africa
London,Saudi Arabia,Jakarta Special Region,Oceania
Lagos,Mexico,New South Wales,Europe
Toronto,Canada,Casablanca-Settat,Europe
Baghdad,Afghanistan,Casablanca-Settat,Asia
Mexico City,Germany,Baghdad Governorate,Europe
Bangalore,Australia,New York State,South America
Paris,Argentina,Hong Kong SAR,Asia
Cape Town,South Africa,Nairobi County,Europe
Bogotá,Indonesia,Kuala Lumpur Federal Territory,Africa
Tokyo,UK,Central Anatolia,Asia
Lagos,Hong Kong,Baghdad Governorate,Africa
Shanghai,Saudi Arabia,Catalonia,Africa
New York,Colombia,Lagos State,Asia
Kuala Lumpur,Chile,Maharashtra,South America
Cape Town,Colombia,Metro Manila,South America
Riyadh,Mexico,Distrito Federal,North America
Shanghai,Australia,Santiago Metro,North America
Lagos,Australia,Victoria,Asia
Kabul,Italy,Maharashtra,South America
New York,Italy,Moscow Oblast,Asia
Rome,Brazil,Gauteng,Asia
Seoul,Nepal,Nairobi County,Asia
Jakarta,South Korea,Kabul Province,Europe
Karachi,South Korea,Kuala Lumpur Federal Territory,North America
Rome,Saudi Arabia,Santiago Metro,Oceania
London,Spain,Tehran Province,North America
Hong Kong,Thailand,Delhi,North America
Beijing,Japan,Lima Province,North America
Dubai,South Korea,Bagmati Province,Europe
Shanghai,UK,Gauteng,Africa
Toronto,UK,Lagos State,North America
Los Angeles,Turkey,Western Cape,Europe
Lagos,Taiwan,Santiago Metro,Asia
Beijing,Singapore,Bagmati Province,Oceania
Ankara,Bangladesh,La Habana,South America
Mexico City,Thailand,New York State,North America
Sydney,Bangladesh,Kabul Province,Oceania
Cairo,Egypt,Santiago Metro,South America
Kabul,Turkey,Lagos State,Africa
Manila,Chile,Dubai Emirate,Oceania
Shanghai,Iran,Buenos Aires Province,Europe
Kathmandu,Brazil,Western Cape,Oceania
Hong Kong,France,Delhi,Africa
Lagos,Brazil,Baghdad Governorate,South America
Kabul,Malaysia,Bagmati Province,Oceania
Dubai,Brazil,Jakarta Special Region,Asia
Paris,Brazil,Victoria,South America
Nairobi,Peru,Moscow Oblast,Oceania
Istanbul,Russia,Marmara Region,Africa
Casablanca,Colombia,Gauteng,Oceania
Shanghai,Bangladesh,England,Europe
São Paulo,Iraq,Jakarta Special Region,Oceania
Buenos Aires,France,Lombardy,North America
Jakarta,Saudi Arabia,Beijing Municipality,North America
Manila,Colombia,California,South America
Taipei,Pakistan,Île-de-France,South America
Buenos Aires,Pakistan,Kuala Lumpur Federal Territory,North America
Mexico City,Italy,Karnataka,North America
Singapore,India,Giza,South America
Karachi,Australia,Giza,Africa
Casablanca,Japan,Dhaka Division,Africa
Sydney,Nigeria,Baghdad Governorate,North America
Istanbul,Russia,Shanghai Municipality,Oceania
Riyadh,UK,Central Anatolia,Oceania
Johannesburg,Pakistan,Baghdad Governorate,North America
Havana,South Africa,Lima Province,Africa
Mumbai,Russia,Singapore,Africa
Dhaka,Peru,California,Europe
Bangalore,USA,Karnataka,Europe
Baghdad,Turkey,Taiwan Province,Europe
Seoul,UK,Giza,Oceania
Bogotá,Canada,Maharashtra,Oceania
Casablanca,Brazil,Beijing Municipality,South America
Madrid,Hong Kong,Illinois,Asia
Baghdad,Colombia,La Habana,Asia
Santiago,Germany,Taiwan Province,South America
Havana,Peru,Bagmati Province,Oceania
Shanghai,Thailand,Buenos Aires Province,Africa
Sydney,Russia,Taiwan Province,Oceania
Dhaka,China,California,Europe
Bangalore,Afghanistan,Seoul Capital Area,South America
Tokyo,Indonesia,Jakarta Special Region,Oceania
Madrid,Italy,Lombardy,South America
Karachi,Australia,Rio de Janeiro State,North America
Mumbai,Russia,Bagmati Province,Europe
Toronto,Spain,Karnataka,Asia
Nairobi,South Korea,Tokyo Prefecture,Oceania
Moscow,Morocco,Bavaria,Oceania
Cape Town,UK,Maharashtra,Africa
Hong Kong,Nigeria,Cundinamarca,Asia
Delhi,Mexico,Santiago Metro,South America
Johannesburg,Canada,Bagmati Province,Africa
Cape Town,Cuba,Bangkok Metropolitan Region,Africa
Kabul,Pakistan,Casablanca-Settat,Africa
Buenos Aires,Saudi Arabia,Ontario,Africa
Istanbul,Thailand,Lagos State,Asia
Toronto,Brazil,Casablanca-Settat,Oceania
Shanghai,France,Ontario,Europe
Kabul,Colombia,Riyadh Province,Europe
Beijing,UAE,Illinois,Europe
Hong Kong,Thailand,Hong Kong SAR,Oceania
Mumbai,Afghanistan,Moscow Oblast,South America
Bangalore,Argentina,La Habana,North America
Paris,Germany,São Paulo State,South America
Mumbai,Australia,Nairobi County,Europe
Hong Kong,China,Taiwan Province,North America
Bangkok,South Korea,Marmara Region,North America
São Paulo,Afghanistan,Seoul Capital Area,South America
Lagos,Philippines,La Habana,Europe
Melbourne,Hong Kong,Catalonia,Asia
Toronto,Cuba,Riyadh Province,Oceania
Tokyo,Morocco,Rio de Janeiro State,Europe
Johannesburg,China,Illinois,Asia
Jakarta,Hong Kong,Buenos Aires Province,Asia
Mumbai,Egypt,Jakarta Special Region,Asia
Bangalore,Afghanistan,Sindh,Asia
Rome,Russia,Rio de Janeiro State,Europe
Melbourne,UK,Rio de Janeiro State,Europe
Rio de Janeiro,Taiwan,England,South America
São Paulo,Canada,Kuala Lumpur Federal Territory,Asia
Havana,Russia,Singapore,Asia
Mexico City,South Korea,Maharashtra,Asia
Sydney,Philippines,Lima Province,Africa
Tehran,Argentina,Santiago Metro,North America
Delhi,Cuba,Buenos Aires Province,Africa
Mumbai,Italy,Western Cape,Oceania
Casablanca,Hong Kong,Moscow Oblast,Europe
Nairobi,Morocco,Dubai Emirate,Africa
São Paulo,India,New South Wales,Asia
Madrid,Indonesia,Beijing Municipality,Europe
Lagos,Argentina,Beijing Municipality,Oceania
Sydney,UAE,Lombardy,Oceania
Nairobi,Singapore,Karnataka,North America
Manila,Kenya,Singapore,Europe
Bogotá,Chile,Delhi,Oceania
Sydney,USA,Gauteng,Asia
Manila,Japan,Kuala Lumpur Federal Territory,Asia
Beijing,Iraq,Hong Kong SAR,Europe
Lima,Philippines,Lagos State,Oceania
Buenos Aires,Saudi Arabia,Jakarta Special Region,Asia
Los Angeles,Philippines,New South Wales,South America
Santiago,Australia,Rio de Janeiro State,South America
Sydney,Spain,Catalonia,Asia
Riyadh,Canada,Metro Manila,Africa
Cairo,France,Catalonia,Europe
Beijing,France,Moscow Oblast,Europe
Mumbai,Peru,Dubai Emirate,Africa
Dubai,Australia,Tokyo Prefecture,North America
Lima,Kenya,Western Cape,Oceania
Jakarta,Canada,Dhaka Division,North America
Cape Town,Kenya,Gauteng,Oceania
Los Angeles,South Africa,Riyadh Province,North America
Hong Kong,Brazil,Baghdad Governorate,South America
Tokyo,Nigeria,Bavaria,North America
Shanghai,Japan,Illinois,Europe
Delhi,Indonesia,Bavaria,North America
Johannesburg,Philippines,Bagmati Province,North America
Lagos,Australia,Tehran Province,Oceania
Cape Town,Kenya,Illinois,South America
Paris,Bangladesh,Cundinamarca,Africa
Riyadh,Mexico,Kabul Province,North America
Casablanca,Peru,Delhi,North America
Dhaka,Malaysia,Maharashtra,South America
Bogotá,India,Casablanca-Settat,North America
Chicago,Malaysia,Seoul Capital Area,Asia
Istanbul,Turkey,Nairobi County,South America
Nairobi,Indonesia,New York State,Oceania
Lagos,Morocco,Metro Manila,North America
Nairobi,Nigeria,Lima Province,Africa
Bogotá,Chile,Taiwan Province,Oceania
Madrid,Russia,New York State,Asia
Beijing,Mexico,Dhaka Division,Oceania
London,UK,Nairobi County,Asia
Kathmandu,Germany,Lombardy,North America
Jakarta,Japan,Bangkok Metropolitan Region,North America
São Paulo,Nepal,São Paulo State,Oceania
Berlin,Nigeria,Delhi,South America
Havana,South Africa,Ontario,Europe
Havana,Bangladesh,Casablanca-Settat,North America
Cape Town,Philippines,England,North America
Mexico City,Turkey,Baghdad Governorate,Asia
Nairobi,France,São Paulo State,Asia
Chicago,Chile,Illinois,Africa
Sydney,Morocco,Jakarta Special Region,Europe
Lagos,Iran,Riyadh Province,South America
Rio de Janeiro,France,Maharashtra,South America
Moscow,Afghanistan,Delhi,Europe
Rio de Janeiro,Hong Kong,Distrito Federal,Europe
Chicago,South Korea,Dubai Emirate,South America
Ankara,Chile,Seoul Capital Area,South America
Mumbai,Nepal,Delhi,Africa
Kuala Lumpur,Mexico,Beijing Municipality,Europe
Cairo,Iran,Dhaka Division,Africa
Beijing,Brazil,São Paulo State,Europe
Lagos,Philippines,Casablanca-Settat,North America
Havana,UAE,Bavaria,North America
Taipei,Singapore,Victoria,Asia
Mumbai,China,Bagmati Province,Africa
Riyadh,UAE,Tehran Province,North America
Ankara,Colombia,Kabul Province,Oceania
Sydney,Philippines,Singapore,North America
Toronto,UK,Bagmati Province,South America
Beijing,UK,Lombardy,South America
Manila,Russia,Delhi,Europe
Toronto,Colombia,Marmara Region,South America
Rio de Janeiro,Iran,Riyadh Province,South America
Casablanca,Italy,Buenos Aires Province,North America
Jakarta,India,Tehran Province,Oceania
Bangkok,Iran,Santiago Metro,South America
Tehran,Nigeria,Kuala Lumpur Federal Territory,Africa
Buenos Aires,Japan,Baghdad Governorate,North America
Hong Kong,Afghanistan,Maharashtra,Asia
Kabul,South Africa,Beijing Municipality,North America
Johannesburg,Germany,Kabul Province,South America
Beijing,Iraq,Dhaka Division,Africa
Berlin,Turkey,Baghdad Governorate,North America
Melbourne,China,Central Anatolia,Asia
Tokyo,Japan,Maharashtra,Europe
Lima,Thailand,Bagmati Province,Africa
Tehran,Nepal,Casablanca-Settat,North America
Delhi,Indonesia,Lima Province,Oceania
Istanbul,Nigeria,Jakarta Special Region,Europe
Lima,Mexico,Dubai Emirate,South America
Lagos,Mexico,Rio de Janeiro State,Asia
Hong Kong,Pakistan,Cundinamarca,Europe
Delhi,Nepal,Singapore,South America
Tehran,Colombia,Dhaka Division,Africa
Dhaka,Iran,Dhaka Division,Europe
Havana,Nigeria,Victoria,Europe
Taipei,Italy,Kuala Lumpur Federal Territory,Asia
Singapore,Cuba,Buenos Aires Province,Oceania
Manila,Afghanistan,Ontario,South America
Melbourne,Afghanistan,Hong Kong SAR,Europe
Jakarta,Nepal,São Paulo State,Asia
Singapore,South Africa,Distrito Federal,South America
Kabul,Iraq,Dubai Emirate,Africa
Sydney,Nigeria,São Paulo State,South America
Moscow,Philippines,Tokyo Prefecture,Africa
Cape Town,Indonesia,Gauteng,South America
Hong Kong,Pakistan,Sindh,Asia
New York,Singapore,Tokyo Prefecture,Asia
Seoul,Indonesia,Hong Kong SAR,South America
Beijing,Cuba,Rio de Janeiro State,North America
Baghdad,Hong Kong,Ontario,Europe
Cairo,Egypt,Beijing Municipality,Africa
Delhi,South Africa,Buenos Aires Province,Europe
Hong Kong,Morocco,Taiwan Province,Africa
Riyadh,Chile,Marmara Region,Europe
Cairo,UK,Illinois,Asia
Los Angeles,Hong Kong,Cundinamarca,Africa
Ankara,China,Nairobi County,South America
Sydney,Australia,Jakarta Special Region,Oceania
Rome,Pakistan,Seoul Capital Area,Europe
London,Malaysia,Metro Manila,Oceania
Chicago,Kenya,Lombardy,Europe
Havana,UAE,Île-de-France,Europe
Los Angeles,Saudi Arabia,Buenos Aires Province,Africa
Kathmandu,France,Illinois,Europe
Beijing,Singapore,Baghdad Governorate,South America
Nairobi,Philippines,Victoria,North America
Dhaka,Thailand,Jakarta Special Region,North America
London,India,Lagos State,North America
New York,South Korea,Metro Manila,North America
Tehran,USA,Victoria,Europe
Los Angeles,Philippines,Lima Province,Europe
Jakarta,South Africa,Riyadh Province,Europe
Riyadh,Saudi Arabia,Casablanca-Settat,North America
Dubai,UAE,São Paulo State,Africa
Hong Kong,Cuba,Distrito Federal,Europe
Moscow,Italy,Lagos State,North America
Dubai,Brazil,Dubai Emirate,Africa
Lagos,Singapore,Karnataka,South America
Madrid,Taiwan,Delhi,North America
Lagos,Peru,Gauteng,Oceania
Paris,Chile,Rio de Janeiro State,Europe
Cape Town,UK,Marmara Region,South America
Kuala Lumpur,USA,Giza,Europe
Kabul,Brazil,New South Wales,Africa
Istanbul,Italy,Singapore,North America
Taipei,Japan,Marmara Region,Asia
Madrid,Mexico,Lagos State,Africa
Kathmandu,Argentina,Sindh,Europe
Sydney,Taiwan,Central Anatolia,North America
Buenos Aires,Canada,Victoria,Oceania
Baghdad,Kenya,Rio de Janeiro State,South America
Rio de Janeiro,USA,Karnataka,Africa
Johannesburg,Mexico,Baghdad Governorate,South America
Johannesburg,South Korea,Île-de-France,Europe
Dhaka,South Korea,Ontario,Europe
New York,Colombia,Giza,Asia
Tokyo,Russia,Maharashtra,North America
Manila,Iran,England,Africa
Taipei,Brazil,Dubai Emirate,Europe
Istanbul,Thailand,Santiago Metro,South America
Dubai,Iran,Central Anatolia,Asia
London,Iran,Bagmati Province,South America
Cairo,Afghanistan,Baghdad Governorate,Oceania
Paris,Morocco,Western Cape,Europe
Dhaka,Brazil,Metro Manila,South America
Dubai,Hong Kong,Gauteng,North America
Johannesburg,Australia,Hong Kong SAR,Europe
Mexico City,Afghanistan,Catalonia,Europe
São Paulo,Taiwan,Dhaka Division,North America
Havana,Japan,Seoul Capital Area,Europe
Havana,Malaysia,São Paulo State,Asia
Kathmandu,Germany,Cundinamarca,North America
Bogotá,Indonesia,Central Anatolia,Africa
Istanbul,Indonesia,Lombardy,Africa
Dubai,Hong Kong,Lagos State,North America
Sydney,South Korea,Ontario,North America
Kabul,India,Hong Kong SAR,South America
Delhi,Pakistan,Hong Kong SAR,South America
Mexico City,UAE,Tokyo Prefecture,Asia
Rio de Janeiro,Bangladesh,Rio de Janeiro State,Europe
London,France,Lima Province,Asia
Singapore,Turkey,Victoria,Asia
Berlin,India,Taiwan Province,Africa
Cape Town,India,Taiwan Province,Europe
Berlin,UAE,Hong Kong SAR,Asia
Tokyo,Singapore,Santiago Metro,Oceania
Bangkok,Bangladesh,Shanghai Municipality,Asia
Havana,Japan,Beijing Municipality,Africa
Kathmandu,Malaysia,New York State,South America
Bangkok,UK,Lombardy,Africa
Ankara,Egypt,Buenos Aires Province,North America
Jakarta,Hong Kong,Maharashtra,Europe
Paris,Taiwan,Seoul Capital Area,Africa
Mexico City,Iraq,New York State,Europe
Chicago,Philippines,Western Cape,Oceania
Dubai,USA,Catalonia,Africa
Berlin,Spain,Rio de Janeiro State,South America
Kathmandu,Saudi Arabia,Giza,Oceania
Paris,Singapore,Santiago Metro,Europe
Johannesburg,Japan,Lagos State,South America
Manila,Peru,Maharashtra,Asia
Nairobi,Pakistan,Seoul Capital Area,North America
Kathmandu,Bangladesh,Distrito Federal,Asia
Kuala Lumpur,UAE,Baghdad Governorate,Africa
Havana,South Korea,Seoul Capital Area,Europe
Mumbai,Turkey,Delhi,South America
Buenos Aires,Afghanistan,Singapore,North America
Manila,UAE,Lombardy,Africa
Baghdad,UK,Sindh,Oceania
Karachi,France,Kuala Lumpur Federal Territory,South America
Hong Kong,Turkey,California,North America
Rio de Janeiro,Thailand,Moscow Oblast,Asia
Riyadh,Thailand,Gauteng,North America
Dubai,Cuba,Western Cape,North America
New York,Egypt,Île-de-France,Europe
Baghdad,Singapore,Marmara Region,North America
Karachi,Peru,Tehran Province,Asia
Tokyo,Canada,Dhaka Division,South America
Lagos,Brazil,São Paulo State,Oceania
Dubai,Nepal,Metro Manila,Asia
Santiago,Afghanistan,La Habana,Asia
New York,France,Metro Manila,Asia
Bogotá,Japan,Western Cape,South America
Lagos,Cuba,Kuala Lumpur Federal Territory,Africa
Melbourne,Peru,Moscow Oblast,Asia
Mexico City,Pakistan,Shanghai Municipality,Asia
Kabul,Saudi Arabia,Bavaria,Asia
Nairobi,Pakistan,Taiwan Province,Oceania
Delhi,Malaysia,Casablanca-Settat,North America
Moscow,South Africa,Illinois,Europe
Kuala Lumpur,Brazil,Nairobi County,Europe
Beijing,Chile,Seoul Capital Area,Europe
Casablanca,Bangladesh,Casablanca-Settat,Europe
Cairo,Malaysia,Île-de-France,Africa
Lima,Canada,Giza,Oceania
Bogotá,Peru,Bagmati Province,Africa
Beijing,Peru,Lombardy,Africa
Chicago,Colombia,Riyadh Province,Oceania
Tehran,India,Buenos Aires Province,Oceania
Dubai,USA,Distrito Federal,Africa
New York,France,Casablanca-Settat,South America
New York,Spain,Bangkok Metropolitan Region,Asia
Shanghai,South Africa,Distrito Federal,Asia
Los Angeles,Pakistan,Santiago Metro,Africa
Paris,Malaysia,Tehran Province,Africa
Taipei,USA,Casablanca-Settat,North America
Ankara,Nigeria,Bagmati Province,South America
Paris,Cuba,Distrito Federal,South America
Bangalore,UK,São Paulo State,Asia
Delhi,USA,Jakarta Special Region,Europe
Beijing,UAE,Western Cape,Oceania
Bogotá,Germany,Bavaria,Oceania
Delhi,Pakistan,Catalonia,Europe
Melbourne,France,Hong Kong SAR,Oceania
Los Angeles,Canada,Cundinamarca,South America
Lima,Singapore,Sindh,Asia
Dubai,Nigeria,England,North America
Bangkok,Thailand,Marmara Region,South America
Casablanca,Hong Kong,Central Anatolia,Europe
Toronto,Saudi Arabia,Dubai Emirate,Europe
Dhaka,Singapore,Baghdad Governorate,Europe
Kabul,UAE,Casablanca-Settat,North America
Manila,Brazil,Rio de Janeiro State,Africa
Tehran,Mexico,California,Oceania
Sydney,Italy,New South Wales,Asia
Beijing,Colombia,Jakarta Special Region,Oceania
Seoul,Russia,Western Cape,Europe
Seoul,Canada,Karnataka,Africa
Bogotá,Philippines,New York State,South America
Los Angeles,Mexico,Delhi,Europe
Riyadh,China,Buenos Aires Province,Oceania
Shanghai,France,Riyadh Province,Oceania
Rio de Janeiro,Malaysia,Metro Manila,Europe
Shanghai,Thailand,Singapore,North America
Bangalore,Philippines,California,Europe
Chicago,Pakistan,Baghdad Governorate,South America
Dhaka,Germany,Bagmati Province,South America
Kathmandu,UAE,Central Anatolia,Europe
Manila,Cuba,Victoria,South America
Dhaka,China,Kuala Lumpur Federal Territory,North America
Johannesburg,Indonesia,Ontario,Asia
Sydney,Iraq,Jakarta Special Region,Oceania
Tehran,Singapore,Cundinamarca,Oceania
Mexico City,Indonesia,Seoul Capital Area,Asia
São Paulo,Kenya,Hong Kong SAR,South America
Nairobi,Egypt,Central Anatolia,Asia
Shanghai,Hong Kong,Lima Province,Asia
Sydney,Iran,Victoria,Europe
Riyadh,France,California,Europe
Jakarta,UAE,Beijing Municipality,Africa
Baghdad,Morocco,New South Wales,Africa
Buenos Aires,Kenya,Jakarta Special Region,Oceania
Delhi,Cuba,Shanghai Municipality,North America
São Paulo,Nepal,Buenos Aires Province,Europe
Karachi,Canada,Santiago Metro,Africa
Chicago,Egypt,Lombardy,Europe
Chicago,Afghanistan,England,Asia
Chicago,Nepal,Seoul Capital Area,North America
Beijing,Russia,Tehran Province,Oceania
Lima,Thailand,Marmara Region,Asia
Moscow,Indonesia,Hong Kong SAR,North America
Ankara,Chile,Dhaka Division,Europe
Tehran,UAE,Giza,Oceania
Buenos Aires,Malaysia,Sindh,Europe
Istanbul,Japan,New South Wales,South America
Baghdad,Afghanistan,Singapore,North America
Nairobi,Colombia,Singapore,North America
Kathmandu,Iran,Riyadh Province,Asia
London,Russia,Giza,Europe
New York,South Korea,New York State,North America
Istanbul,Brazil,Lima Province,Asia
Riyadh,Indonesia,New South Wales,Asia
Nairobi,Iran,Giza,Africa
Dhaka,Iran,La Habana,South America
Havana,Brazil,São Paulo State,Asia
Los Angeles,South Africa,New South Wales,Africa
Cairo,USA,California,North America
Rio de Janeiro,Nigeria,Sindh,Europe
Baghdad,Kenya,Illinois,Africa
Rio de Janeiro,Nigeria,Giza,North America
Kathmandu,USA,Distrito Federal,South America
Beijing,Chile,Karnataka,Africa
Sydney,Malaysia,Kuala Lumpur Federal Territory,South America
Lima,Spain,Kuala Lumpur Federal Territory,South America
Bangkok,Saudi Arabia,Jakarta Special Region,South America
Rome,UK,Sindh,Asia
Manila,Italy,Jakarta Special Region,North America
Mexico City,Bangladesh,Shanghai Municipality,South America
Johannesburg,Australia,Lagos State,South America
Kathmandu,South Africa,Baghdad Governorate,South America
Rome,Philippines,Tokyo Prefecture,Africa
London,Pakistan,Riyadh Province,Africa
New York,UK,Victoria,Africa
Buenos Aires,Nepal,Karnataka,Asia
Kabul,Egypt,Seoul Capital Area,Africa
Buenos Aires,Taiwan,Western Cape,Oceania
Mexico City,UAE,Tehran Province,North America
Rio de Janeiro,Nepal,Hong Kong SAR,Europe
Beijing,Singapore,Hong Kong SAR,Asia
Beijing,Turkey,Buenos Aires Province,Oceania
Bogotá,UAE,Hong Kong SAR,Europe
Rome,Afghanistan,Delhi,Europe
Santiago,Egypt,Bangkok Metropolitan Region,South America
Baghdad,Saudi Arabia,Marmara Region,Asia
Taipei,UK,Baghdad Governorate,Asia
Nairobi,Taiwan,Moscow Oblast,South America
Los Angeles,Canada,Jakarta Special Region,Asia
Santiago,UK,Western Cape,South America
São Paulo,Bangladesh,Bagmati Province,Europe
Mexico City,Taiwan,California,Africa
Kabul,Kenya,Lima Province,Europe
Bangkok,Pakistan,Hong Kong SAR,North America
Cairo,Thailand,Rio de Janeiro State,Africa
Manila,Peru,Giza,Africa
